  0% 0/2660 [00:00<?, ?it/s]/usr/local/lib/python3.12/dist-packages/torch/_dynamo/eval_frame.py:929: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.5 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
                                        
{'loss': 2.2601, 'grad_norm': 1.2374781370162964, 'learning_rate': 0.00019999435079407074, 'entropy': 1.895793652534485, 'num_tokens': 7949.0, 'mean_token_accuracy': 0.629296875, 'epoch': 0.03}
{'loss': 0.1282, 'grad_norm': 0.7237734198570251, 'learning_rate': 2.5335576030205755e-06, 'entropy': 0.1890469327569008, 'num_tokens': 2011077.0, 'mean_token_accuracy': 0.960546875, 'epoch': 6.5}
{'loss': 0.1315, 'grad_norm': 0.7630332112312317, 'learning_rate': 2.2761933162881778e-06, 'entropy': 0.18659831434488297, 'num_tokens': 2019166.0, 'mean_token_accuracy': 0.961328125, 'epoch': 6.53}
{'loss': 0.1243, 'grad_norm': 0.6100233197212219, 'learning_rate': 2.032460157676452e-06, 'entropy': 0.17172574549913405, 'num_tokens': 2027753.0, 'mean_token_accuracy': 0.96328125, 'epoch': 6.55}
{'loss': 0.1228, 'grad_norm': 0.7258197069168091, 'learning_rate': 1.8023921246116405e-06, 'entropy': 0.17999410778284072, 'num_tokens': 2035944.0, 'mean_token_accuracy': 0.959765625, 'epoch': 6.58}
{'loss': 0.1276, 'grad_norm': 0.6724324226379395, 'learning_rate': 1.5860213084227916e-06, 'entropy': 0.1808108404278755, 'num_tokens': 2044102.0, 'mean_token_accuracy': 0.95859375, 'epoch': 6.61}
{'loss': 0.1291, 'grad_norm': 0.6732584834098816, 'learning_rate': 1.3833778898654116e-06, 'entropy': 0.1889418512582779, 'num_tokens': 2052223.0, 'mean_token_accuracy': 0.9609375, 'epoch': 6.63}
{'loss': 0.1304, 'grad_norm': 0.6162923574447632, 'learning_rate': 1.1944901349116744e-06, 'entropy': 0.18009933084249496, 'num_tokens': 2060555.0, 'mean_token_accuracy': 0.96171875, 'epoch': 6.66}
{'loss': 0.1326, 'grad_norm': 0.7586616277694702, 'learning_rate': 1.0193843908077315e-06, 'entropy': 0.19457998275756835, 'num_tokens': 2068626.0, 'mean_token_accuracy': 0.959765625, 'epoch': 6.68}
{'loss': 0.1261, 'grad_norm': 0.652595043182373, 'learning_rate': 8.580850823985964e-07, 'entropy': 0.18022924661636353, 'num_tokens': 2077187.0, 'mean_token_accuracy': 0.962890625, 'epoch': 6.71}
{'loss': 0.1322, 'grad_norm': 0.6663466095924377, 'learning_rate': 7.106147087212355e-07, 'entropy': 0.18561409711837767, 'num_tokens': 2085153.0, 'mean_token_accuracy': 0.959375, 'epoch': 6.74}
{'loss': 0.1328, 'grad_norm': 0.7487000226974487, 'learning_rate': 5.769938398662355e-07, 'entropy': 0.17659920901060105, 'num_tokens': 2093379.0, 'mean_token_accuracy': 0.959375, 'epoch': 6.76}
{'loss': 0.1248, 'grad_norm': 0.75581955909729, 'learning_rate': 4.572411141086086e-07, 'entropy': 0.16972067952156067, 'num_tokens': 2101487.0, 'mean_token_accuracy': 0.962890625, 'epoch': 6.79}
{'loss': 0.1321, 'grad_norm': 0.9550386071205139, 'learning_rate': 3.513732353079724e-07, 'entropy': 0.17957861274480819, 'num_tokens': 2109520.0, 'mean_token_accuracy': 0.959765625, 'epoch': 6.82}
{'loss': 0.127, 'grad_norm': 0.7095761299133301, 'learning_rate': 2.594049705785695e-07, 'entropy': 0.18260060250759125, 'num_tokens': 2117545.0, 'mean_token_accuracy': 0.9640625, 'epoch': 6.84}
{'loss': 0.1328, 'grad_norm': 0.7250872254371643, 'learning_rate': 1.813491482295371e-07, 'entropy': 0.17485966235399247, 'num_tokens': 2125570.0, 'mean_token_accuracy': 0.962890625, 'epoch': 6.87}
{'loss': 0.1304, 'grad_norm': 0.5686454176902771, 'learning_rate': 1.172166559754384e-07, 'entropy': 0.18317008912563323, 'num_tokens': 2133773.0, 'mean_token_accuracy': 0.964453125, 'epoch': 6.89}
{'loss': 0.1309, 'grad_norm': 0.8335348963737488, 'learning_rate': 6.701643941764423e-08, 'entropy': 0.18574845641851426, 'num_tokens': 2141867.0, 'mean_token_accuracy': 0.962109375, 'epoch': 6.92}
{'loss': 0.1272, 'grad_norm': 0.6016656756401062, 'learning_rate': 3.0755500796531004e-08, 'entropy': 0.184932641685009, 'num_tokens': 2150110.0, 'mean_token_accuracy': 0.963671875, 'epoch': 6.95}
{'loss': 0.1267, 'grad_norm': 0.6477375626564026, 'learning_rate': 8.438898014717645e-09, 'entropy': 0.1826632499694824, 'num_tokens': 2158261.0, 'mean_token_accuracy': 0.961328125, 'epoch': 6.97}
{'loss': 0.1297, 'grad_norm': 0.8460184335708618, 'learning_rate': 6.974393164105308e-11, 'entropy': 0.18495065867900848, 'num_tokens': 2166234.0, 'mean_token_accuracy': 0.95625, 'epoch': 7.0}
{'train_runtime': 9901.7385, 'train_samples_per_second': 2.148, 'train_steps_per_second': 0.269, 'train_loss': 0.45260024232075624, 'epoch': 7.0}
[32m[1m
Training complete![0m
[33m
Saving the final model to 'final_model'...[0m
[32m[1m
Model saved successfully. You can now use the adapters in 'final_model' for inference.[0m
[34m[1m
Total time taken: 165.33 minutes[0m
